   0.0000e+00   1.0290e-03   0.0000e+00   1.0290e-03
   1.2084e-03   1.0285e-03  -4.9894e-06   1.0285e-03
   2.4167e-03   1.0270e-03  -9.7227e-06   1.0270e-03
   3.6251e-03   1.0245e-03  -1.3959e-05   1.0246e-03
   4.8335e-03   1.0213e-03  -1.7486e-05   1.0215e-03
   6.0419e-03   1.0176e-03  -2.0133e-05   1.0178e-03
   7.2502e-03   1.0134e-03  -2.1780e-05   1.0137e-03
   8.4586e-03   1.0092e-03  -2.2367e-05   1.0095e-03
   9.6670e-03   1.0052e-03  -2.1895e-05   1.0054e-03
   1.0875e-02   1.0016e-03  -2.0426e-05   1.0018e-03
   1.2084e-02   9.9858e-04  -1.8081e-05   9.9874e-04
   1.3292e-02   9.9644e-04  -1.5033e-05   9.9655e-04
   1.4500e-02   9.9527e-04  -1.1494e-05   9.9534e-04
   1.5709e-02   9.9519e-04  -7.7090e-06   9.9522e-04
   1.6917e-02   9.9620e-04  -3.9332e-06   9.9621e-04
   1.8126e-02   9.9829e-04  -4.2400e-07   9.9829e-04
   1.9334e-02   1.0014e-03   2.5770e-06   1.0014e-03
   2.0542e-02   1.0052e-03   4.8574e-06   1.0053e-03
   2.1751e-02   1.0098e-03   6.2468e-06   1.0098e-03
   2.2959e-02   1.0147e-03   6.6264e-06   1.0147e-03
   2.4167e-02   1.0198e-03   5.9359e-06   1.0198e-03
   2.5376e-02   1.0248e-03   4.1775e-06   1.0248e-03
   2.6584e-02   1.0294e-03   1.4158e-06   1.0294e-03
   2.7793e-02   1.0334e-03  -2.2264e-06   1.0334e-03
   2.9001e-02   1.0366e-03  -6.5746e-06   1.0366e-03
   3.0209e-02   1.0389e-03  -1.1413e-05   1.0390e-03
   3.1418e-02   1.0402e-03  -1.6497e-05   1.0404e-03
   3.2626e-02   1.0405e-03  -2.1568e-05   1.0407e-03
   3.3834e-02   1.0397e-03  -2.6366e-05   1.0401e-03
   3.5043e-02   1.0381e-03  -3.0649e-05   1.0385e-03
   3.6251e-02   1.0356e-03  -3.4204e-05   1.0362e-03
   3.7460e-02   1.0326e-03  -3.6860e-05   1.0333e-03
   3.8668e-02   1.0293e-03  -3.8497e-05   1.0300e-03
   3.9876e-02   1.0259e-03  -3.9059e-05   1.0266e-03
   4.1085e-02   1.0227e-03  -3.8547e-05   1.0234e-03
   4.2293e-02   1.0199e-03  -3.7030e-05   1.0205e-03
   4.3501e-02   1.0178e-03  -3.4633e-05   1.0184e-03
   4.4710e-02   1.0165e-03  -3.1535e-05   1.0170e-03
   4.5918e-02   1.0163e-03  -2.7955e-05   1.0167e-03
   4.7127e-02   1.0172e-03  -2.4142e-05   1.0175e-03
   4.8335e-02   1.0192e-03  -2.0359e-05   1.0194e-03
   4.9543e-02   1.0223e-03  -1.6869e-05   1.0225e-03
   5.0752e-02   1.0264e-03  -1.3919e-05   1.0265e-03
   5.1960e-02   1.0314e-03  -1.1723e-05   1.0314e-03
   5.3168e-02   1.0370e-03  -1.0456e-05   1.0370e-03
   5.4377e-02   1.0430e-03  -1.0235e-05   1.0430e-03
   5.5585e-02   1.0491e-03  -1.1120e-05   1.0492e-03
   5.6794e-02   1.0551e-03  -1.3106e-05   1.0552e-03
   5.8002e-02   1.0608e-03  -1.6123e-05   1.0609e-03
   5.9210e-02   1.0658e-03  -2.0041e-05   1.0660e-03
   6.0419e-02   1.0700e-03  -2.4678e-05   1.0703e-03
   6.1627e-02   1.0732e-03  -2.9810e-05   1.0736e-03
   6.2835e-02   1.0754e-03  -3.5183e-05   1.0760e-03
   6.4044e-02   1.0765e-03  -4.0528e-05   1.0773e-03
   6.5252e-02   1.0766e-03  -4.5578e-05   1.0776e-03
   6.6461e-02   1.0757e-03  -5.0082e-05   1.0769e-03
   6.7669e-02   1.0741e-03  -5.3822e-05   1.0755e-03
   6.8877e-02   1.0719e-03  -5.6622e-05   1.0734e-03
   7.0086e-02   1.0694e-03  -5.8361e-05   1.0710e-03
   7.1294e-02   1.0668e-03  -5.8983e-05   1.0685e-03
   7.2502e-02   1.0645e-03  -5.8495e-05   1.0661e-03
   7.3711e-02   1.0626e-03  -5.6969e-05   1.0642e-03
   7.4919e-02   1.0615e-03  -5.4541e-05   1.0629e-03
   7.6128e-02   1.0613e-03  -5.1398e-05   1.0625e-03
   7.7336e-02   1.0622e-03  -4.7774e-05   1.0632e-03
   7.8544e-02   1.0642e-03  -4.3929e-05   1.0651e-03
   7.9753e-02   1.0674e-03  -4.0139e-05   1.0682e-03
   8.0961e-02   1.0718e-03  -3.6680e-05   1.0724e-03
   8.2169e-02   1.0773e-03  -3.3809e-05   1.0778e-03
   8.3378e-02   1.0836e-03  -3.1750e-05   1.0840e-03
   8.4586e-02   1.0906e-03  -3.0684e-05   1.0910e-03
   8.5795e-02   1.0980e-03  -3.0732e-05   1.0984e-03
   8.7003e-02   1.1055e-03  -3.1954e-05   1.1060e-03
   8.8211e-02   1.1129e-03  -3.4339e-05   1.1134e-03
   8.9420e-02   1.1199e-03  -3.7812e-05   1.1205e-03
   9.0628e-02   1.1262e-03  -4.2233e-05   1.1270e-03
   9.1836e-02   1.1317e-03  -4.7406e-05   1.1327e-03
   9.3045e-02   1.1361e-03  -5.3092e-05   1.1374e-03
   9.4253e-02   1.1395e-03  -5.9020e-05   1.1410e-03
   9.5462e-02   1.1417e-03  -6.4905e-05   1.1435e-03
   9.6670e-02   1.1428e-03  -7.0464e-05   1.1450e-03
   9.7878e-02   1.1430e-03  -7.5431e-05   1.1455e-03
   9.9087e-02   1.1424e-03  -7.9576e-05   1.1451e-03
   1.0030e-01   1.1412e-03  -8.2714e-05   1.1442e-03
   1.0150e-01   1.1396e-03  -8.4722e-05   1.1428e-03
   1.0271e-01   1.1381e-03  -8.5541e-05   1.1413e-03
   1.0392e-01   1.1369e-03  -8.5183e-05   1.1400e-03
   1.0513e-01   1.1361e-03  -8.3731e-05   1.1392e-03
   1.0634e-01   1.1362e-03  -8.1331e-05   1.1392e-03
   1.0755e-01   1.1374e-03  -7.8191e-05   1.1401e-03
   1.0875e-01   1.1397e-03  -7.4560e-05   1.1421e-03
   1.0996e-01   1.1433e-03  -7.0723e-05   1.1455e-03
   1.1117e-01   1.1482e-03  -6.6976e-05   1.1501e-03
   1.1238e-01   1.1543e-03  -6.3617e-05   1.1561e-03
   1.1359e-01   1.1616e-03  -6.0922e-05   1.1632e-03
   1.1480e-01   1.1698e-03  -5.9132e-05   1.1713e-03
   1.1600e-01   1.1788e-03  -5.8438e-05   1.1802e-03
   1.1721e-01   1.1882e-03  -5.8970e-05   1.1897e-03
   1.1842e-01   1.1977e-03  -6.0787e-05   1.1993e-03
   1.1963e-01   1.2071e-03  -6.3876e-05   1.2088e-03
   1.2084e-01   1.2161e-03  -6.8150e-05   1.2180e-03
   1.2205e-01   1.2243e-03  -7.3453e-05   1.2265e-03
   1.2325e-01   1.2316e-03  -7.9570e-05   1.2342e-03
   1.2446e-01   1.2378e-03  -8.6237e-05   1.2408e-03
   1.2567e-01   1.2429e-03  -9.3157e-05   1.2464e-03
   1.2688e-01   1.2467e-03  -1.0002e-04   1.2507e-03
   1.2809e-01   1.2493e-03  -1.0651e-04   1.2538e-03
   1.2930e-01   1.2509e-03  -1.1235e-04   1.2560e-03
   1.3050e-01   1.2517e-03  -1.1728e-04   1.2572e-03
   1.3171e-01   1.2519e-03  -1.2110e-04   1.2578e-03
   1.3292e-01   1.2518e-03  -1.2369e-04   1.2579e-03
   1.3413e-01   1.2518e-03  -1.2497e-04   1.2580e-03
   1.3534e-01   1.2521e-03  -1.2498e-04   1.2583e-03
   1.3655e-01   1.2530e-03  -1.2380e-04   1.2591e-03
   1.3775e-01   1.2550e-03  -1.2161e-04   1.2608e-03
   1.3896e-01   1.2581e-03  -1.1863e-04   1.2636e-03
   1.4017e-01   1.2625e-03  -1.1516e-04   1.2678e-03
   1.4138e-01   1.2684e-03  -1.1150e-04   1.2733e-03
   1.4259e-01   1.2758e-03  -1.0799e-04   1.2804e-03
   1.4380e-01   1.2847e-03  -1.0496e-04   1.2889e-03
