34430 
  5.827757765107406840e+00   -8.955279278449976843e+00    9.155395495406510875e+00    5.533503242819984985e-02
  8.211111252893907420e+00   -5.046966402742892654e+00    1.098998311789708815e+01    2.166754089430074970e+00
  1.253493090987045377e+01   -9.370785609853269804e+00    9.570902043003712834e+00    4.801992955353500542e-02
  6.544021087210813548e+00   -1.124519109916584725e+01    1.144530728847174927e+01    9.359851739421204408e-02
  9.523490263712309556e+00   -6.359345250043399567e+00    1.373875528131581270e+01    4.054680031909454030e+00
  1.521248568013987423e+01   -1.204834007137000995e+01    1.224845653407510682e+01    9.497321302212963223e-02
  7.545557937197974852e+00   -1.444712954958539974e+01    1.464724570022796968e+01    1.749827555234800269e-01
  2.054633782609328208e+01   -8.194418065160334663e+00    8.394534794338463612e+00    5.549380838051032327e-01
  1.135856421104026381e+01   -1.738219266172469091e+01    8.394534872282607196e+00    2.405625560209304409e-05
  1.135856390202793165e+01   -8.194418659715179132e+00    1.758230908189048236e+01    8.367162154476382341e+00
  1.911841698291678782e+01   -1.595427092374838196e+01    1.615438742956686724e+01    2.139922722734242944e-01
  8.143611423900278368e+00   -4.979466445102621819e+00    2.700437696155385225e+01    1.781473652871812874e+02
  9.006567876821289786e+00   -1.911801500146368582e+01    1.931813109570542863e+01    3.698436854990191369e-01
  2.228216000724317425e+01   -5.842421452837051277e+00    1.931813098308242260e+01    3.858064924227965520e+01
  2.615319151874786741e+01   -1.087136430194948211e+01    1.107148115921709497e+01    1.270034564505171826e+00
  1.403551106950801497e+01   -2.298904604569671406e+01    1.107148126201699689e+01    5.161609054403262087e-05
  1.403551066195414876e+01   -1.087136508610306507e+01    2.318916249541045360e+01    1.947984411260627269e+01
  6.039271576232073890e+00   -4.956884974834720126e+00    1.024656629112723927e+01    8.972280838761924338e-02
  1.028270258356738509e+01   -9.200315538283255989e+00    9.134950012447699663e+00    1.478443856390400726e-04
  4.563928611373022193e+00   -1.098957654252588334e+01    1.092421078392237632e+01    5.401478033996472972e-01
  7.408056011369135163e+00   -6.325669239425964818e+00    1.311347937188375568e+01    1.335766200299035311e-01
  1.319614314547476042e+01   -1.211375576423761657e+01    1.204839027056040734e+01    2.351563505047971796e-04
  5.653698320436313374e+00   -1.447359765827116185e+01    1.440823185759818159e+01    9.049194467891531479e-01
  1.844339300416843486e+01   -8.322407382404009013e+00    8.257042150873280306e+00    6.369752768580810758e-10
  9.404795292030510012e+00   -1.736100606011710923e+01    8.257042227551895763e+00    5.820192135364269347e-03
  9.404794988035408920e+00   -8.322407967305453624e+00    1.729564052459127765e+01    2.320189885157140364e-01
  1.768537767450614240e+01   -1.660298977560892553e+01    1.653762433148355981e+01    4.650586994092705353e-04
  6.449399663535090532e+00   -5.367012870718697037e+00    2.764581601151881785e+01    1.874570382762109944e+01
  7.332892284639436653e+00   -1.984202291368072224e+01    1.977665704818413417e+01    1.819281555039221177e+00
  2.092440973412104199e+01   -6.250504012244699759e+00    1.977665693288098581e+01    2.951085067316574833e-04
  2.488756194753852569e+01   -1.139912290733161981e+01    1.133375782301897772e+01    1.171087647353362643e-09
  1.248151153147684411e+01   -2.380517464870665734e+01    1.133375792826525696e+01    1.169032366111653724e-02
  1.248151111422422943e+01   -1.139912371014606229e+01    2.373980914714140056e+01    4.873822909897640998e-01
  6.337365213895427729e+00   -1.001106235109344667e+01    8.537485940720685562e+00    5.521809966140725123e+01
  8.559756157023592493e+00   -6.366701922649654399e+00    1.024817255833387897e+01    5.284714171090583079e+01
  1.280318716435890281e+01   -1.061013248609819115e+01    9.136556279654339363e+00    1.269851792299618722e+02
  7.084413192164539907e+00   -1.239939349034081850e+01    1.092581705112901602e+01    1.285389164954692944e+02
  1.459244757285558514e+01   -4.891358307581592513e+00    1.092581698743487806e+01    1.261240632423883454e+02
  9.928540592160654654e+00   -7.735486187240899092e+00    1.311508563909039538e+01    1.230629836718247390e+02
  1.571662772626627813e+01   -1.352357271205255174e+01    1.204999653776704704e+01    3.297506802840551927e+02
  7.530502268311341396e+00   -5.337448059947926815e+00    2.014302151654421991e+01    2.148307802094227839e+02
  8.174182901227831977e+00   -1.588341460608609701e+01    1.440983812480482129e+01    3.321893354475761271e+02
  1.807646883457530151e+01   -5.981127614897379097e+00    1.440983804079913710e+01    3.265704213420568180e+02
  2.096387758495995257e+01   -9.732224330218944175e+00    8.258648418079920006e+00    3.228937903257555604e+02
  1.192527987282202773e+01   -1.877082300793204439e+01    8.258648494758535463e+00    3.231006399100011208e+02
  1.192527956882692841e+01   -9.732224915120388786e+00    1.729724679179791735e+01    3.190273696503983274e+02
  2.020586225529766011e+01   -1.801280672342386069e+01    1.653923059869019951e+01    9.865364923116887894e+02
  8.969884244326609135e+00   -6.776829818533631311e+00    2.764742227872545755e+01    5.986699433379031916e+02
  9.853376865430956144e+00   -2.125183986149565740e+01    1.977826331539077387e+01    9.840489674954191059e+02
  2.344489431491255971e+01   -7.660320960059634032e+00    1.977826320008762551e+01    9.743361021793253940e+02
  2.740804652833004695e+01   -1.280893985514655498e+01    1.133536409022561742e+01    9.659447134299418849e+02
  1.500199611226836360e+01   -2.521499159652159250e+01    1.133536419547189666e+01    9.666096813102946044e+02
  1.500199569501574892e+01   -1.280894065796099746e+01    2.374141541434804026e+01    9.525362272655339666e+02
