   0.0000e+00   8.3952e-04   0.0000e+00   8.3952e-04
   1.2084e-03   8.3954e-04   5.6787e-06   8.3956e-04
   2.4167e-03   8.3962e-04   1.1469e-05   8.3970e-04
   3.6251e-03   8.3982e-04   1.7472e-05   8.4000e-04
   4.8335e-03   8.4023e-04   2.3768e-05   8.4056e-04
   6.0419e-03   8.4096e-04   3.0406e-05   8.4151e-04
   7.2502e-03   8.4216e-04   3.7398e-05   8.4299e-04
   8.4586e-03   8.4397e-04   4.4717e-05   8.4516e-04
   9.6670e-03   8.4653e-04   5.2291e-05   8.4815e-04
   1.0875e-02   8.4997e-04   6.0007e-05   8.5208e-04
   1.2084e-02   8.5438e-04   6.7716e-05   8.5706e-04
   1.3292e-02   8.5983e-04   7.5237e-05   8.6312e-04
   1.4500e-02   8.6635e-04   8.2369e-05   8.7026e-04
   1.5709e-02   8.7390e-04   8.8902e-05   8.7841e-04
   1.6917e-02   8.8241e-04   9.4625e-05   8.8747e-04
   1.8126e-02   8.9175e-04   9.9344e-05   8.9727e-04
   1.9334e-02   9.0176e-04   1.0289e-04   9.0761e-04
   2.0542e-02   9.1221e-04   1.0514e-04   9.1824e-04
   2.1751e-02   9.2286e-04   1.0600e-04   9.2893e-04
   2.2959e-02   9.3346e-04   1.0545e-04   9.3939e-04
   2.4167e-02   9.4373e-04   1.0351e-04   9.4939e-04
   2.5376e-02   9.5342e-04   1.0027e-04   9.5868e-04
   2.6584e-02   9.6229e-04   9.5880e-05   9.6706e-04
   2.7793e-02   9.7015e-04   9.0525e-05   9.7436e-04
   2.9001e-02   9.7682e-04   8.4442e-05   9.8046e-04
   3.0209e-02   9.8220e-04   7.7895e-05   9.8529e-04
   3.1418e-02   9.8626e-04   7.1167e-05   9.8883e-04
   3.2626e-02   9.8902e-04   6.4544e-05   9.9112e-04
   3.3834e-02   9.9054e-04   5.8299e-05   9.9226e-04
   3.5043e-02   9.9099e-04   5.2681e-05   9.9239e-04
   3.6251e-02   9.9055e-04   4.7898e-05   9.9170e-04
   3.7460e-02   9.8945e-04   4.4112e-05   9.9043e-04
   3.8668e-02   9.8795e-04   4.1425e-05   9.8882e-04
   3.9876e-02   9.8634e-04   3.9874e-05   9.8715e-04
   4.1085e-02   9.8490e-04   3.9435e-05   9.8569e-04
   4.2293e-02   9.8387e-04   4.0017e-05   9.8469e-04
   4.3501e-02   9.8351e-04   4.1474e-05   9.8438e-04
   4.4710e-02   9.8399e-04   4.3610e-05   9.8495e-04
   4.5918e-02   9.8545e-04   4.6191e-05   9.8653e-04
   4.7127e-02   9.8797e-04   4.8957e-05   9.8919e-04
   4.8335e-02   9.9157e-04   5.1640e-05   9.9291e-04
   4.9543e-02   9.9619e-04   5.3979e-05   9.9765e-04
   5.0752e-02   1.0017e-03   5.5730e-05   1.0033e-03
   5.1960e-02   1.0080e-03   5.6688e-05   1.0096e-03
   5.3168e-02   1.0148e-03   5.6691e-05   1.0164e-03
   5.4377e-02   1.0219e-03   5.5635e-05   1.0234e-03
   5.5585e-02   1.0290e-03   5.3479e-05   1.0304e-03
   5.6794e-02   1.0358e-03   5.0244e-05   1.0371e-03
   5.8002e-02   1.0422e-03   4.6017e-05   1.0432e-03
   5.9210e-02   1.0479e-03   4.0943e-05   1.0487e-03
   6.0419e-02   1.0526e-03   3.5216e-05   1.0532e-03
   6.1627e-02   1.0563e-03   2.9070e-05   1.0567e-03
   6.2835e-02   1.0589e-03   2.2767e-05   1.0592e-03
   6.4044e-02   1.0604e-03   1.6578e-05   1.0605e-03
   6.5252e-02   1.0608e-03   1.0768e-05   1.0609e-03
   6.6461e-02   1.0603e-03   5.5839e-06   1.0603e-03
   6.7669e-02   1.0590e-03   1.2373e-06   1.0590e-03
   6.8877e-02   1.0571e-03  -2.1076e-06   1.0571e-03
   7.0086e-02   1.0550e-03  -4.3428e-06   1.0550e-03
   7.1294e-02   1.0528e-03  -5.4240e-06   1.0529e-03
   7.2502e-02   1.0509e-03  -5.3727e-06   1.0509e-03
   7.3711e-02   1.0495e-03  -4.2756e-06   1.0496e-03
   7.4919e-02   1.0489e-03  -2.2799e-06   1.0489e-03
   7.6128e-02   1.0492e-03   4.1507e-07   1.0492e-03
   7.7336e-02   1.0506e-03   3.5691e-06   1.0506e-03
   7.8544e-02   1.0532e-03   6.9146e-06   1.0533e-03
   7.9753e-02   1.0570e-03   1.0173e-05   1.0570e-03
   8.0961e-02   1.0619e-03   1.3068e-05   1.0620e-03
   8.2169e-02   1.0678e-03   1.5345e-05   1.0679e-03
   8.3378e-02   1.0746e-03   1.6786e-05   1.0747e-03
   8.4586e-02   1.0820e-03   1.7217e-05   1.0821e-03
   8.5795e-02   1.0898e-03   1.6525e-05   1.0899e-03
   8.7003e-02   1.0976e-03   1.4661e-05   1.0977e-03
   8.8211e-02   1.1053e-03   1.1644e-05   1.1053e-03
   8.9420e-02   1.1125e-03   7.5616e-06   1.1125e-03
   9.0628e-02   1.1190e-03   2.5615e-06   1.1190e-03
   9.1836e-02   1.1245e-03  -3.1529e-06   1.1246e-03
   9.3045e-02   1.1291e-03  -9.3359e-06   1.1291e-03
   9.4253e-02   1.1325e-03  -1.5713e-05   1.1326e-03
   9.5462e-02   1.1348e-03  -2.1999e-05   1.1350e-03
   9.6670e-02   1.1360e-03  -2.7909e-05   1.1363e-03
   9.7878e-02   1.1362e-03  -3.3181e-05   1.1367e-03
   9.9087e-02   1.1356e-03  -3.7590e-05   1.1362e-03
   1.0030e-01   1.1345e-03  -4.0959e-05   1.1352e-03
   1.0150e-01   1.1331e-03  -4.3169e-05   1.1339e-03
   1.0271e-01   1.1317e-03  -4.4172e-05   1.1326e-03
   1.0392e-01   1.1306e-03  -4.3988e-05   1.1315e-03
   1.0513e-01   1.1301e-03  -4.2709e-05   1.1309e-03
   1.0634e-01   1.1304e-03  -4.0488e-05   1.1312e-03
   1.0755e-01   1.1318e-03  -3.7540e-05   1.1324e-03
   1.0875e-01   1.1344e-03  -3.4120e-05   1.1349e-03
   1.0996e-01   1.1382e-03  -3.0515e-05   1.1387e-03
   1.1117e-01   1.1434e-03  -2.7025e-05   1.1437e-03
   1.1238e-01   1.1498e-03  -2.3946e-05   1.1501e-03
   1.1359e-01   1.1574e-03  -2.1552e-05   1.1576e-03
   1.1480e-01   1.1658e-03  -2.0082e-05   1.1660e-03
   1.1600e-01   1.1750e-03  -1.9722e-05   1.1752e-03
   1.1721e-01   1.1846e-03  -2.0594e-05   1.1848e-03
   1.1842e-01   1.1943e-03  -2.2753e-05   1.1945e-03
   1.1963e-01   1.2038e-03  -2.6178e-05   1.2041e-03
   1.2084e-01   1.2128e-03  -3.0776e-05   1.2132e-03
   1.2205e-01   1.2211e-03  -3.6385e-05   1.2217e-03
   1.2325e-01   1.2285e-03  -4.2785e-05   1.2292e-03
   1.2446e-01   1.2347e-03  -4.9706e-05   1.2357e-03
   1.2567e-01   1.2397e-03  -5.6851e-05   1.2410e-03
   1.2688e-01   1.2435e-03  -6.3906e-05   1.2452e-03
   1.2809e-01   1.2462e-03  -7.0562e-05   1.2482e-03
   1.2930e-01   1.2478e-03  -7.6531e-05   1.2501e-03
   1.3050e-01   1.2486e-03  -8.1566e-05   1.2513e-03
   1.3171e-01   1.2488e-03  -8.5473e-05   1.2518e-03
   1.3292e-01   1.2488e-03  -8.8123e-05   1.2519e-03
   1.3413e-01   1.2488e-03  -8.9464e-05   1.2520e-03
   1.3534e-01   1.2492e-03  -8.9518e-05   1.2524e-03
   1.3655e-01   1.2503e-03  -8.8388e-05   1.2534e-03
   1.3775e-01   1.2523e-03  -8.6248e-05   1.2553e-03
   1.3896e-01   1.2556e-03  -8.3332e-05   1.2584e-03
   1.4017e-01   1.2602e-03  -7.9928e-05   1.2627e-03
   1.4138e-01   1.2663e-03  -7.6355e-05   1.2686e-03
   1.4259e-01   1.2739e-03  -7.2948e-05   1.2760e-03
   1.4380e-01   1.2829e-03  -7.0036e-05   1.2848e-03
   1.4500e-01   1.2931e-03  -6.7928e-05   1.2949e-03
   1.4621e-01   1.3045e-03  -6.6888e-05   1.3062e-03
   1.4742e-01   1.3166e-03  -6.7125e-05   1.3184e-03
   1.4863e-01   1.3293e-03  -6.8777e-05   1.3311e-03
   1.4984e-01   1.3421e-03  -7.1903e-05   1.3440e-03
